TRAM,Rang,geometry_wkt
T18728S,<=15 µg/m³,"MULTILINESTRING ((2.0969304115919996 41.428406438885254, 2.0967050733495634 41.428305625279584))"
T05987S,20-25 µg/m³,"MULTILINESTRING ((2.1858196039087647 41.431412069929735, 2.185713047642353 41.4318845683396))"
T11760Q,15-20 µg/m³,"MULTILINESTRING ((2.103058039963188 41.413053066217486, 2.102763698322879 41.41309199997362))"
T18503D,25-30 µg/m³,"MULTILINESTRING ((2.134621116924385 41.37118930082563, 2.13549754785436 41.37242207958941))"
T20796D,20-25 µg/m³,"MULTILINESTRING ((2.12411715219082 41.409806486965756, 2.1241370197926646 41.409856200564995, 2.1241532149107014 41.409937206164905, 2.1241254179625817 41.41003769398761, 2.1238113816112847 41.41028990051532, 2.122988842132699 41.41090773899141))"
T17724K,20-25 µg/m³,"MULTILINESTRING ((2.1811298025325545 41.438418009691134, 2.181544594754142 41.438969233521696))"
T05524R,20-25 µg/m³,"MULTILINESTRING ((2.140332543733677 41.42949974313161, 2.140067719729776 41.429567978499115))"
T06690I,20-25 µg/m³,"MULTILINESTRING ((2.2043469492856955 41.43611459255134, 2.205209194561635 41.43621590088728))"
T02103O,20-25 µg/m³,"MULTILINESTRING ((2.16863594584083 41.39156741062428, 2.1680683626773596 41.39201203890109))"
T00716D,20-25 µg/m³,"MULTILINESTRING ((2.177381694718594 41.39009242858832, 2.178459238097748 41.39052248374566))"
T02165C,20-25 µg/m³,"MULTILINESTRING ((2.1496056389288802 41.39402635471112, 2.1487476005779644 41.393812373741575))"
T19802P,25-30 µg/m³,"MULTILINESTRING ((2.1713703691033586 41.38127875458927, 2.1711981289235656 41.381425842143805))"
T16476J,20-25 µg/m³,"MULTILINESTRING ((2.2019209859207507 41.4056817625018, 2.2024079479219996 41.406014108557976, 2.2026255963384633 41.40615417833505, 2.203149416594561 41.40644913410798))"
T18734Q,20-25 µg/m³,"MULTILINESTRING ((2.1883653051741225 41.37961972658169, 2.1884199538823106 41.379493015319184))"
T21512H,20-25 µg/m³,"MULTILINESTRING ((2.207351362270427 41.422484332509924, 2.2069308826792 41.42280087841722))"
T07031J,20-25 µg/m³,"MULTILINESTRING ((2.113477982043429 41.39523909407011, 2.113776889598284 41.39549716282993))"
T18829W,20-25 µg/m³,"MULTILINESTRING ((2.1629440364114854 41.39926140168502, 2.1640850930173166 41.400101929963434))"
T01793U,20-25 µg/m³,"MULTILINESTRING ((2.1550587823190863 41.38308105566686, 2.156187600064218 41.3839266182029))"
T16266B,20-25 µg/m³,"MULTILINESTRING ((2.1733147141304836 41.43462777906663, 2.1726604023551537 41.4349260446888))"
T20076E,20-25 µg/m³,"MULTILINESTRING ((2.208987725479344 41.417433496225904, 2.2091618813165708 41.417909206987304))"
T13879M,15-20 µg/m³,"MULTILINESTRING ((2.0985209096058077 41.41883336835113, 2.098054646208125 41.41842203918333))"
T19382Q,25-30 µg/m³,"MULTILINESTRING ((2.179844966800114 41.38864745627185, 2.179839361800306 41.38872614211477, 2.1797675098112435 41.38881593978684, 2.1795346729020464 41.38911645649941, 2.1795215979723714 41.389158482521914))"
RL0017Q,25-30 µg/m³,"MULTILINESTRING ((2.1424400124855474 41.34760715113333, 2.142323679749085 41.34755910889957, 2.142110971156716 41.34747258323084, 2.1418978974803857 41.34738659490272, 2.1416656773462353 41.34729316735112, 2.141433214113927 41.34720009782454, 2.1411943104826627 41.34710598897036, 2.1409547992968054 41.34701268576744, 2.1407219416672363 41.34692249428536, 2.1404883569150788 41.34683310758825, 2.1402904273116934 41.34675929945185, 2.1402727041831358 41.34675268169892, 2.1401488766981687 41.346706719407955, 2.1400569289202935 41.34667252472008, 2.1398370030110576 41.34658990429165, 2.139617080033075 41.34650710331338, 2.139539050153294 41.34647805642667, 2.139422599502731 41.346434760664515, 2.139227141922868 41.346364031748685, 2.1390495046366667 41.34630163261058, 2.138871748175156 41.346239232307326, 2.1386286873723015 41.346152743483955, 2.1383855029555976 41.346066613525544, 2.138160505713785 41.34598818551576, 2.137935507830736 41.34590984713717, 2.1376930197944026 41.34582543236781, 2.137450653096588 41.345740927920666, 2.137248022799931 41.345670592304565, 2.1370451503451116 41.34560052474459, 2.1367953729137037 41.345516143542255, 2.1367292127768316 41.345493579093045, 2.135061781024555 41.344924670716985, 2.134856285129588 41.34485448952147, 2.134650792064171 41.344784127828795, 2.134431030311421 41.34470816391187, 2.1342113933591453 41.34463184021045, 2.1339848512886586 41.34455348250118, 2.133758064773671 41.344475572886395, 2.133612407282482 41.34442700732542, 2.1334667500103195 41.344378441581625, 2.133249243902567 41.34430384351636, 2.1330321028090724 41.344228797408675, 2.132781269845857 41.3441436789442, 2.1325304387379327 41.34405846987119, 2.1323523182755095 41.34399740789503, 2.1321743212484523 41.34393607634599, 2.131970264602239 41.3438659909188, 2.131766207203012 41.343795995199855, 2.131675184646879 41.34376477329187, 2.1314650578192507 41.34369283968782, 2.131388907740053 41.343666773952805, 2.131163789883781 41.34358968249362, 2.130904285280581 41.34350089148991, 2.130644661877597 41.34341209900438, 2.1303949264095983 41.34332581263869, 2.130145069700467 41.34323970496694, 2.129916737566388 41.34316186618635, 2.129688284073402 41.34308420618733, 2.129465414633639 41.34300911006448, 2.1293094320723647 41.342955506847076, 2.12924327837006 41.34293284806801, 2.1291166968801236 41.34288838437488, 2.1289901167636742 41.34284383047719, 2.128945372247873 41.34282907995376, 2.1289006289518926 41.34281423934632, 2.1287591485673603 41.34276669007117, 2.1286180365241423 41.34271842280249, 2.128412199709403 41.34264795729596, 2.1282064840551653 41.342577402262755, 2.1279669837905524 41.342494881211614, 2.1277274853387502 41.34241226960003, 2.1274764394066317 41.34232623720489, 2.1272252722289564 41.34224038349506, 2.1269871989750166 41.34215859182558, 2.126749248238633 41.34207662044112, 2.126492972927818 41.341988564583644, 2.1262365763992257 41.34190068738762, 2.1260604826517184 41.341840892112494, 2.125884388026637 41.34178118663709, 2.125683314687972 41.34171246384402, 2.1254821234715235 41.34164364972879, 2.125244993834583 41.34156312268237, 2.125007863583771 41.34148268521859, 2.124774897456673 41.34140372012343, 2.1245420526132106 41.34132466540294, 2.1243422858674825 41.34125676088134, 2.1241426414619786 41.3411886767919, 2.1240280766799575 41.34114968310601))"
T11132U,20-25 µg/m³,"MULTILINESTRING ((2.1421923507419547 41.403871652424044, 2.1409648018838827 41.40434734690871, 2.140720366988759 41.40441774507198))"
T09402Y,25-30 µg/m³,"MULTILINESTRING ((2.2001522052226536 41.41213674799582, 2.19935008475618 41.41273878286632))"
T16122M,25-30 µg/m³,"MULTILINESTRING ((2.1674795789091545 41.413517853347365, 2.1674021263370458 41.41364920788635, 2.1672294447808795 41.413949952928775))"
T20070Y,25-30 µg/m³,"MULTILINESTRING ((2.180260088670978 41.40173914116024, 2.1800330942298998 41.40168239004577, 2.1794086917174122 41.401522229318175))"
T06944L,20-25 µg/m³,"MULTILINESTRING ((2.1897809244665063 41.453169538757024, 2.1905292885740946 41.453426668803, 2.1908266112606003 41.45352749838456, 2.1911840183097313 41.453576857544576))"
T04810Q,20-25 µg/m³,"MULTILINESTRING ((2.1531106934184243 41.42360392745314, 2.153780534842822 41.42302540309766))"
T05775I,20-25 µg/m³,"MULTILINESTRING ((2.179653638378032 41.424451091720634, 2.179733785581205 41.42484301927164, 2.179821219673984 41.42491915175197))"
T12391P,20-25 µg/m³,"MULTILINESTRING ((2.175567495480995 41.439485166405994, 2.176180404609077 41.440165967828854))"
T20022Q,20-25 µg/m³,"MULTILINESTRING ((2.1256336051132227 41.39771588326572, 2.125480850646349 41.39786994935294))"
T12704M,20-25 µg/m³,"MULTILINESTRING ((2.178673913628173 41.44383040130917, 2.1774873818166776 41.444378626226666))"
T09600C,25-30 µg/m³,"MULTILINESTRING ((2.2096003335289356 41.420513867806804, 2.2108135142144802 41.42140198620962))"
T20479T,20-25 µg/m³,"MULTILINESTRING ((2.1136321916063414 41.3759823525141, 2.113666821991839 41.37616491333678, 2.1137087007191635 41.37628919720843, 2.1137462808326255 41.376373346484826, 2.113802906756274 41.37648072860376, 2.1138469081347573 41.37654465132632))"
T06576H,20-25 µg/m³,"MULTILINESTRING ((2.2081515064614865 41.43726562772311, 2.2085280136761125 41.4373090383464))"
T21301Y,20-25 µg/m³,"MULTILINESTRING ((2.1211555168552056 41.40499957306529, 2.1227872774952483 41.40585416183822))"
T03537O,25-30 µg/m³,"MULTILINESTRING ((2.1612539343098045 41.372571783177776, 2.161044319802928 41.37198358596437))"
T21392R,20-25 µg/m³,"MULTILINESTRING ((2.205392821608182 41.438220255692016, 2.205628530723487 41.43825087720677))"
T01742J,20-25 µg/m³,"MULTILINESTRING ((2.1620833275102855 41.37947600111382, 2.1631658402688605 41.38030417963111, 2.163312240884189 41.38033814792112))"
T03370J,25-30 µg/m³,"MULTILINESTRING ((2.128260120994166 41.376429142064566, 2.128210700768811 41.376562349575856))"
T18555P,20-25 µg/m³,"MULTILINESTRING ((2.130166292431548 41.38339838186691, 2.1300279661781594 41.38363537856821))"
T09688A,20-25 µg/m³,"MULTILINESTRING ((2.2054569296544053 41.422625501605715, 2.2048600827876226 41.42308327603402))"
T02149C,25-30 µg/m³,"MULTILINESTRING ((2.168046670344577 41.394536147846146, 2.1674243915932974 41.395015434706345))"
T12468T,20-25 µg/m³,"MULTILINESTRING ((2.177875366065907 41.43431014468494, 2.1767858434690726 41.43485569649203))"
T16598S,25-30 µg/m³,"MULTILINESTRING ((2.1782823049816717 41.377876305458905, 2.179181616176996 41.3775538805676))"
T18237E,20-25 µg/m³,"MULTILINESTRING ((2.1966801357494754 41.39202649113097, 2.1970271957540795 41.391776511826514))"
T10073W,20-25 µg/m³,"MULTILINESTRING ((2.2199735201169877 41.4144465682346, 2.219168423305431 41.41504919860178))"
T18962A,20-25 µg/m³,"MULTILINESTRING ((2.150700134721436 41.403368472713055, 2.1499587349736493 41.40304138028258))"
T08703E,15-20 µg/m³,"MULTILINESTRING ((2.1504279240357778 41.419218406159665, 2.1510905960313877 41.419126625788806))"
T20085F,15-20 µg/m³,"MULTILINESTRING ((2.1805550821039916 41.45838217474708, 2.180320748141821 41.458325930557066, 2.1802439535655123 41.45811816809803, 2.1802146477890294 41.45808062366667, 2.179794619870313 41.45793576503419, 2.179078075217427 41.45769170886406, 2.178922551525195 41.45762713346535, 2.178765342421979 41.457497764479356))"
T01324V,20-25 µg/m³,"MULTILINESTRING ((2.1761034767605603 41.37933708268574, 2.176401279243446 41.37965791757958))"
T03550L,25-30 µg/m³,"MULTILINESTRING ((2.1592535148403207 41.3729384135689, 2.159625422284981 41.3733982879112))"
T04143E,25-30 µg/m³,"MULTILINESTRING ((2.1317529423290233 41.330044025933745, 2.1344737283698088 41.33446564284949))"
T04146H,25-30 µg/m³,"MULTILINESTRING ((2.1341206719157175 41.32920342563028, 2.1317529423290233 41.330044025933745))"
T09042U,20-25 µg/m³,"MULTILINESTRING ((2.1891266025780314 41.41005898703741, 2.1891961793518373 41.4100607560478, 2.190149025295126 41.40973776925781, 2.1902947316800123 41.409623912359834))"
T05554X,20-25 µg/m³,"MULTILINESTRING ((2.139883963500658 41.425428734830035, 2.139820655816871 41.42528623228569, 2.13989380304034 41.425261584901065, 2.1397855154560905 41.4249861745451))"
T02238C,20-25 µg/m³,"MULTILINESTRING ((2.1822124475553655 41.396266693648414, 2.1824717206666793 41.39647076233808))"
T10854R,20-25 µg/m³,"MULTILINESTRING ((2.122074799780271 41.3991486122553, 2.12162223136796 41.39889670708771, 2.121508647684015 41.39899170728476, 2.1214881139045327 41.399057035080084))"
T07702Z,15-20 µg/m³,"MULTILINESTRING ((2.155481866101589 41.4014698866549, 2.156091346087416 41.40181732460416))"
T00500P,25-30 µg/m³,"MULTILINESTRING ((2.1821474886778636 41.38535699757437, 2.18263633533681 41.3851048256101))"
T14395B,20-25 µg/m³,"MULTILINESTRING ((2.195479135485965 41.43867570557626, 2.1967956344786215 41.44257802522229))"
T03717Q,25-30 µg/m³,"MULTILINESTRING ((2.1741058143057637 41.37470668797601, 2.1736314093462337 41.373829066512826))"
RD0130Z,35-40 µg/m³,"MULTILINESTRING ((2.13177973830566 41.41433082859413, 2.1318068043088587 41.41434017399518, 2.131980828574107 41.4143906668807, 2.132157319047581 41.41443568353489, 2.132336157244973 41.41447513297903, 2.1325172246793276 41.414508924234745, 2.1326837987987455 41.414534859605666, 2.132871388368786 41.414564105624606, 2.133301959318229 41.41463229141502, 2.1333304966618845 41.414636829812856, 2.1334357108733193 41.41465452102505))"
T12583V,20-25 µg/m³,"MULTILINESTRING ((2.1658977745403485 41.43584386597749, 2.165769747527866 41.4355381082991))"
T14403K,20-25 µg/m³,"MULTILINESTRING ((2.1919850162927275 41.44089703690144, 2.19206243044811 41.439915579119756))"
T16377H,20-25 µg/m³,"MULTILINESTRING ((2.1869879328912796 41.396657521852696, 2.1869392164915924 41.398137337449704))"
T03835V,20-25 µg/m³,"MULTILINESTRING ((2.1462261116812162 41.37588839467776, 2.148218001676903 41.37624632320039))"
T17905N,20-25 µg/m³,"MULTILINESTRING ((2.1607254156176254 41.40165669539574, 2.161417381617444 41.402063291135306))"
T18454L,20-25 µg/m³,"MULTILINESTRING ((2.146020337670592 41.37048771441771, 2.1457033273958297 41.37033088382711))"
T03159I,25-30 µg/m³,"MULTILINESTRING ((2.134976010471038 41.3798861985596, 2.1355544237112474 41.380103371839105))"
T17004L,20-25 µg/m³,"MULTILINESTRING ((2.1895795437033367 41.434679300626165, 2.188847204474241 41.434698661720475))"
T09979I,20-25 µg/m³,"MULTILINESTRING ((2.205044363674397 41.398168800691344, 2.205678489171444 41.39869458566425))"
T18469S,25-30 µg/m³,"MULTILINESTRING ((2.1396373435563785 41.34893566110211, 2.140236951683843 41.34913775596237, 2.1452407057363687 41.350850391454024, 2.145665930721169 41.351001162650135))"
T19159L,20-25 µg/m³,"MULTILINESTRING ((2.197373891158105 41.38704492322012, 2.1965947049788173 41.38762895172187))"
T19872D,20-25 µg/m³,"MULTILINESTRING ((2.2043229895232 41.4011466298622, 2.2047777010308205 41.40151535878942))"
T03235D,25-30 µg/m³,"MULTILINESTRING ((2.139289870188818 41.37993624046599, 2.138987226470556 41.38036125898458))"
T06875P,20-25 µg/m³,"MULTILINESTRING ((2.17720584575689 41.42709618766009, 2.1772317206999117 41.42779058686658))"
T12549T,20-25 µg/m³,"MULTILINESTRING ((2.165971300978991 41.43465471275538, 2.1654542250675806 41.43477577304395))"
T05805X,20-25 µg/m³,"MULTILINESTRING ((2.181995063919147 41.41727059677923, 2.181089368668879 41.41794730422437))"
T14132G,20-25 µg/m³,"MULTILINESTRING ((2.1808193295593945 41.43213285904516, 2.1806899741838195 41.43219644101816, 2.1803008172937832 41.43266807585569))"
T08367I,20-25 µg/m³,"MULTILINESTRING ((2.1561053993260773 41.409553250145514, 2.1566132027819673 41.409821619691))"
T10138W,20-25 µg/m³,"MULTILINESTRING ((2.191493393730721 41.39470543699256, 2.1912498054411014 41.394897316064935))"
T10595R,20-25 µg/m³,"MULTILINESTRING ((2.1329272277463858 41.39486698340278, 2.1335738250506884 41.395306246274096))"
T13637W,25-30 µg/m³,"MULTILINESTRING ((2.1458867920620426 41.43181181856303, 2.1460115265910598 41.43208023888585))"
T18575T,20-25 µg/m³,"MULTILINESTRING ((2.1721491375776765 41.3889209285377, 2.1722950456149177 41.388872967456486, 2.1734075330913374 41.38968573538382))"
T09859B,20-25 µg/m³,"MULTILINESTRING ((2.214407195414712 41.419519694203416, 2.214202146472062 41.41967697093767))"
T12215A,20-25 µg/m³,"MULTILINESTRING ((2.173519851958644 41.43138804529723, 2.1738372279100497 41.4321198820939))"
T17565N,20-25 µg/m³,"MULTILINESTRING ((2.180909042546742 41.41711681088632, 2.181567766816058 41.41695786509118))"
T11314Y,20-25 µg/m³,"MULTILINESTRING ((2.1302458851973616 41.4078192855806, 2.129781155813234 41.40783639226922, 2.1289664029686075 41.407875611256955, 2.128454101674699 41.407908034714296, 2.1283598900241376 41.407968410272986))"
T19183L,20-25 µg/m³,"MULTILINESTRING ((2.186967534352643 41.401600050911895, 2.1869295462021707 41.40233524553787))"
T07599S,20-25 µg/m³,"MULTILINESTRING ((2.1234532412959792 41.377405684522415, 2.1241395262497633 41.37775811046358))"
T13971H,20-25 µg/m³,"MULTILINESTRING ((2.1327564979789475 41.384822568755, 2.133294926230511 41.385021905504004))"
T09749W,20-25 µg/m³,"MULTILINESTRING ((2.2083975417157027 41.421433060532216, 2.208649026236198 41.42160948031082, 2.208741603142393 41.4216695478997, 2.208941543405473 41.42175556501529, 2.209139680539288 41.42179293800229, 2.2093912685317525 41.42183372219935))"
T08247B,20-25 µg/m³,"MULTILINESTRING ((2.169224675414834 41.40310482756919, 2.1686389391438117 41.40353368057793))"
T03110R,25-30 µg/m³,"MULTILINESTRING ((2.1323825714240026 41.37601223200587, 2.131769181870242 41.376235760657714))"
T00478I,20-25 µg/m³,"MULTILINESTRING ((2.184535837942943 41.384069725340176, 2.1844080306306597 41.3839215200523))"
T06653D,20-25 µg/m³,"MULTILINESTRING ((2.2080472489500225 41.43790725044696, 2.2079078256768385 41.43855050462841))"
T07966V,15-20 µg/m³,"MULTILINESTRING ((2.1613669658620864 41.40426479749028, 2.1608793733987457 41.4047702947559))"
T08196H,20-25 µg/m³,"MULTILINESTRING ((2.1637676909153463 41.400271200256846, 2.1635663144216477 41.40037241415233))"
T19323F,20-25 µg/m³,"MULTILINESTRING ((2.153714246023524 41.43552138140917, 2.1538537749399986 41.435638368811425, 2.153892541377595 41.43581656877245, 2.153832431436675 41.43606185008836, 2.153718356871829 41.43631124742577, 2.1535424368027987 41.43617695023543))"
T16127R,20-25 µg/m³,"MULTILINESTRING ((2.178867126619912 41.417843231412, 2.1789341525601653 41.417956095715354, 2.1791023997575065 41.41823926549432, 2.179172979898143 41.41835978432704))"
T00603V,20-25 µg/m³,"MULTILINESTRING ((2.1796007685949315 41.3844687641422, 2.1799023898036003 41.384247642862064))"
T14790I,20-25 µg/m³,"MULTILINESTRING ((2.164762464457341 41.43493726836177, 2.1637955805139764 41.43517011826342))"
